date,festival,kind,venue,tier,evidence,source_url
2013-01-01,New Year's Day,fixed_national_holiday,national,major,fixed calendar date,
2013-01-26,Republic Day,fixed_national_holiday,national,major,fixed calendar date,
2013-03-03,Brahmotsavams,same_day_report,other_temple,major,Sri Kapileswara Swamy Temple Brahmotsavam Begins _ ధ్వజారోహణంతో శ్రీ కపిలేశ్వరస్వామివారి బ్రహ్మోత్సవాలు ప్రారంభం,https://news.tirumala.org/sri-kapileswara-swamy-temple-brahmotsavam-begins-_-%e0%b0%a7%e0%b1%8d%e0%b0%b5%e0%b0%9c%e0%b0%be%e0%b0%b0%e0%b1%8b%e0%b0%b9%e0%b0%a3%e0%b0%82%e0%b0%a4%e0%b1%8b-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-03-09,Brahmotsavams,same_day_report,other_temple,major,SRI KALYANA VENKATESWARA SWAMY TEMPLE BRAHMOTSAVAM CONCLUDES WITH CHAKRASNANAM _ ￼వైభవంగా శ్రీ కల్యాణ వెంకన్న చక్రస్నానం,https://news.tirumala.org/sri-kalyana-venkateswara-swamy-temple-brahmotsavam-concludes-with-chakrasnanam-_-%ef%bf%bc%e0%b0%b5%e0%b1%88%e0%b0%ad%e0%b0%b5%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80/
2013-03-19,Brahmotsavams,same_day_report,unspecified,major,SRI KRT BRAHMOTSAVAMS CONCLUDES WITH CHAKRASNANAM _ నేత్రపర్వంగా శ్రీ కోదండరాముడి చక్రస్నానం,https://news.tirumala.org/sri-krt-brahmotsavams-concludes-with-chakrasnanam-_-%e0%b0%a8%e0%b1%87%e0%b0%a4%e0%b1%8d%e0%b0%b0%e0%b0%aa%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-03-22,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-03-23,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-03-23,Teppotsavam,same_day_report,tirumala,minor,FIVE DAY SRI VARI ANNUAL FLOAT FESTIVAL BEGINS,https://news.tirumala.org/five-day-sri-vari-annual-float-festival-begins-3/
2013-03-24,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-03-25,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-03-26,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-03-27,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-03-28,Brahmotsavams,announced_dates,unspecified,major,BRAHMOTSAVAMS IN PEETHAPURAM FROM MARCH 22 TO 28 _ పిఠాపురం శ్రీ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాల పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-peethapuram-from-march-22-to-28-_-%e0%b0%aa%e0%b0%bf%e0%b0%a0%e0%b0%be%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%b5%e0%b1%87%e0%b0%82/
2013-04-15,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-16,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-17,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-18,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-19,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-20,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-21,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-22,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-23,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-23,Teppotsavam,same_day_report,tirumala,minor,FIVE DAY SRI VARI ANNUAL FLOAT FESTIVAL BEGINS _ అంగరంగ వైభవంగా శ్రీ కోదండరాముని తెప్పోత్సవాలు ప్రారంభం,https://news.tirumala.org/five-day-sri-vari-annual-float-festival-begins-_-%e0%b0%85%e0%b0%82%e0%b0%97%e0%b0%b0%e0%b0%82%e0%b0%97-%e0%b0%b5%e0%b1%88%e0%b0%ad%e0%b0%b5%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-24,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN VALMIKIPURAM FROM APRIL 15 TO 24 _ వాల్మీకిపురం శ్రీ పట్టాభిరామస్వామివారి ఆలయ సాలకట్ల బ్రహ్మోత్సవ పోస్టర్ల ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-valmikipuram-from-april-15-to-24-_-%e0%b0%b5%e0%b0%be%e0%b0%b2%e0%b1%8d%e0%b0%ae%e0%b1%80%e0%b0%95%e0%b0%bf%e0%b0%aa%e0%b1%81%e0%b0%b0%e0%b0%82-%e0%b0%b6%e0%b1%8d%e0%b0%b0/
2013-04-26,Teppotsavam,same_day_report,other_temple,minor,ANNUAL FLOAT FESTIVAL IN SRI KODANDARAMA SWAMY TEMPLE CONCLUDES _ వైభవంగా ముగిసిన శ్రీ కోదండరాముని తెప్పోత్సవాలు,https://news.tirumala.org/%e0%b0%b5%e0%b1%88%e0%b0%ad%e0%b0%b5%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%ae%e0%b1%81%e0%b0%97%e0%b0%bf%e0%b0%b8%e0%b0%bf%e0%b0%a8-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%95%e0%b1%8b%e0%b0%a6-2/
2013-05-17,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-18,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-19,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-20,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-21,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-22,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-23,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-24,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-25,Brahmotsavams,announced_dates,other_temple,major,SRI GOVINDARAJA SWAMY BRAHMOTSAVAM FROM MAY 17 TO 25,https://news.tirumala.org/sri-govindaraja-swamy-brahmotsavam-from-may-17-to-25/
2013-05-26,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN RISHIKESH FROM MAY 22 TO 28 _ ￼రిషికేష్‌లోని శ్రీవారి వార్షిక బ్రహ్మోత్సవాల వాల్‌పోస్టర్లు ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-rishikesh-from-may-22-to-28-_-%ef%bf%bc%e0%b0%b0%e0%b0%bf%e0%b0%b7%e0%b0%bf%e0%b0%95%e0%b1%87%e0%b0%b7%e0%b1%8d%e0%b0%b2%e0%b1%8b%e0%b0%a8%e0%b0%bf-%e0%b0%b6/
2013-05-27,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN RISHIKESH FROM MAY 22 TO 28 _ ￼రిషికేష్‌లోని శ్రీవారి వార్షిక బ్రహ్మోత్సవాల వాల్‌పోస్టర్లు ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-rishikesh-from-may-22-to-28-_-%ef%bf%bc%e0%b0%b0%e0%b0%bf%e0%b0%b7%e0%b0%bf%e0%b0%95%e0%b1%87%e0%b0%b7%e0%b1%8d%e0%b0%b2%e0%b1%8b%e0%b0%a8%e0%b0%bf-%e0%b0%b6/
2013-05-28,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN RISHIKESH FROM MAY 22 TO 28 _ ￼రిషికేష్‌లోని శ్రీవారి వార్షిక బ్రహ్మోత్సవాల వాల్‌పోస్టర్లు ఆవిష్కరణ,https://news.tirumala.org/brahmotsavams-in-rishikesh-from-may-22-to-28-_-%ef%bf%bc%e0%b0%b0%e0%b0%bf%e0%b0%b7%e0%b0%bf%e0%b0%95%e0%b1%87%e0%b0%b7%e0%b1%8d%e0%b0%b2%e0%b1%8b%e0%b0%a8%e0%b0%bf-%e0%b0%b6/
2013-05-31,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-01,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-02,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-03,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-03,Hanuman Jayanti,same_day_report,tirumala,major,HANUMAN JAYANTHI CELEBRATED WITH RELIGIOUS FERVOUR IN TIRUMALA,https://news.tirumala.org/hanuman-jayanthi-celebrated-with-religious-fervour-in-tirumala-_-%e0%b0%ad%e0%b0%95%e0%b1%8d%e0%b0%a4%e0%b0%be%e0%b0%97%e0%b1%8d%e0%b0%b0%e0%b1%87%e0%b0%b8%e0%b0%b0%e0%b1%81%e0%b0%b2%e0%b1%8d%e0%b0%b2/
2013-06-04,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-05,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-06,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-07,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-08,Brahmotsavams,announced_dates,other_temple,major,BRAHMOTSAVAMS IN KARVETINAGARAM FROM MAY 31 TO JUNE 08,https://news.tirumala.org/%e0%b0%a8%e0%b0%be%e0%b0%b0%e0%b0%be%e0%b0%af%e0%b0%a3%e0%b0%b5%e0%b0%a8%e0%b0%82-%e0%b0%95%e0%b0%be%e0%b0%b0%e0%b1%8d%e0%b0%b5%e0%b1%87%e0%b0%9f%e0%b0%bf%e0%b0%a8%e0%b0%97%e0%b0%b0%e0%b0%82/
2013-06-14,Brahmotsavams,announced_dates,other_temple,major,SRI VENKATESWARA SWAMY VARI BRAHMOTSAVAM AT HYDERABAD FROM JUNE 14 TO 19,https://news.tirumala.org/sri-venkateswara-swamy-vari-brahmotsavam-at-hyderabad-from-june-14-to-19/
2013-06-15,Brahmotsavams,announced_dates,other_temple,major,SRI VENKATESWARA SWAMY VARI BRAHMOTSAVAM AT HYDERABAD FROM JUNE 14 TO 19,https://news.tirumala.org/sri-venkateswara-swamy-vari-brahmotsavam-at-hyderabad-from-june-14-to-19/
2013-06-16,Brahmotsavams,announced_dates,other_temple,major,SRI VENKATESWARA SWAMY VARI BRAHMOTSAVAM AT HYDERABAD FROM JUNE 14 TO 19,https://news.tirumala.org/sri-venkateswara-swamy-vari-brahmotsavam-at-hyderabad-from-june-14-to-19/
2013-06-17,Brahmotsavams,announced_dates,other_temple,major,SRI VENKATESWARA SWAMY VARI BRAHMOTSAVAM AT HYDERABAD FROM JUNE 14 TO 19,https://news.tirumala.org/sri-venkateswara-swamy-vari-brahmotsavam-at-hyderabad-from-june-14-to-19/
2013-06-18,Brahmotsavams,announced_dates,other_temple,major,SRI VENKATESWARA SWAMY VARI BRAHMOTSAVAM AT HYDERABAD FROM JUNE 14 TO 19,https://news.tirumala.org/sri-venkateswara-swamy-vari-brahmotsavam-at-hyderabad-from-june-14-to-19/
2013-06-19,Brahmotsavams,announced_dates,other_temple,major,SRI VENKATESWARA SWAMY VARI BRAHMOTSAVAM AT HYDERABAD FROM JUNE 14 TO 19,https://news.tirumala.org/sri-venkateswara-swamy-vari-brahmotsavam-at-hyderabad-from-june-14-to-19/
2013-06-26,Brahmotsavams,same_day_report,other_temple,major,SRI PRASANNA VENKATESWARA SWAMY TEMPLE BRAHMOTSAVAM CONCLUDES WITH CHAKRASNANAM,https://news.tirumala.org/sri-prasanna-venkateswara-swamy-temple-brahmotsavam-concludes-with-chakrasnanam-_-%e0%b0%98%e0%b0%a8%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%ae%e0%b1%81%e0%b0%97%e0%b0%bf%e0%b0%b8%e0%b0%bf%e0%b0%a8/
2013-07-16,Anivara Asthanam,same_day_report,unspecified,minor,ANIVARA ASTHANAM PERFORMED WITH RELIGIOUS FERVOUR,https://news.tirumala.org/anivara-asthanam-performed-with-religious-fervour-_-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80%e0%b0%b5%e0%b0%be%e0%b0%b0%e0%b0%bf-%e0%b0%86%e0%b0%b2%e0%b0%af%e0%b0%82%e0%b0%b2%e0%b1%8b-%e0%b0%a8/
2013-07-19,Pavitrotsavam,same_day_report,other_temple,minor,THREE DAY ANNUAL PAVITHROTSAVAM IN SRI KAPILESWARA SWAMY TEMPLE BEGINS,https://news.tirumala.org/three-day-annual-pavithrotsavam-in-sri-kapileswara-swamy-temple-begins-_-%e0%b0%b5%e0%b1%88%e0%b0%ad%e0%b0%b5%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%95%e0%b0%aa/
2013-07-21,Pavitrotsavam,same_day_report,other_temple,minor,PAVITHROTSAVAMS IN SRI KAPILESWARA SWAMY TEMPLE CONCLUDES ON A RELIGIOUS NOTE,https://news.tirumala.org/pavithrotsavams-in-sri-kapileswara-swamy-temple-concludes-on-a-religious-note-4/
2013-08-02,Pavitrotsavam,same_day_report,other_temple,minor,THREE DAY ANNUAL PAVITHROTSAVAMS IN SRI KODANDARAMA SWAMY TEMPLE BEGINS,https://news.tirumala.org/three-day-annual-pavithrotsavams-in-sri-kodandarama-swamy-temple-begins-_-%e0%b0%b6%e0%b0%be%e0%b0%b8%e0%b1%8d%e0%b0%a4%e0%b1%8d%e0%b0%b0%e0%b1%8b%e0%b0%95%e0%b1%8d%e0%b0%a4%e0%b0%82%e0%b0%97%e0%b0%be/
2013-08-15,Independence Day,fixed_national_holiday,national,major,fixed calendar date,
2013-08-17,Pavitrotsavam,same_day_report,tirumala,minor,THREE DAY ANNUAL PAVITHROTSAVAMS BEGINS IN TIRUMALA,https://news.tirumala.org/three-day-annual-pavithrotsavams-begins-in-tirumala-_-%e0%b0%a4%e0%b0%bf%e0%b0%b0%e0%b1%81%e0%b0%ae%e0%b0%b2%e0%b0%b2%e0%b1%8b-%e0%b0%98%e0%b0%a8%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%aa%e0%b1%8d%e0%b0%b0/
