date,festival,kind,venue,tier,evidence,source_url
2017-04-08,Teppotsavam,same_day_report,unspecified,minor,ANNUAL TEPPOTSAVAMS COMMENCE IN SRI KRT,https://news.tirumala.org/annual-teppotsavams-commence-in-sri-krt/
2017-04-08,Vasanthotsavam,announced_dates,tirumala,minor,VASANTHOTSAVAM IN TIRUMALA FROM APRIL 8-10,https://news.tirumala.org/vasanthotsavam-in-tirumala-from-april-8-10/
2017-04-09,Vasanthotsavam,announced_dates,tirumala,minor,VASANTHOTSAVAM IN TIRUMALA FROM APRIL 8-10,https://news.tirumala.org/vasanthotsavam-in-tirumala-from-april-8-10/
2017-04-10,Teppotsavam,same_day_report,unspecified,minor,TEPPOTSAVAMS CONCLUDES IN SRI KRT,https://news.tirumala.org/teppotsavams-concludes-in-sri-krt-2/
2017-04-10,Vasanthotsavam,announced_dates,tirumala,minor,VASANTHOTSAVAM IN TIRUMALA FROM APRIL 8-10,https://news.tirumala.org/vasanthotsavam-in-tirumala-from-april-8-10/
2017-05-09,Vasanthotsavam,same_day_report,other_temple,minor,PADMAVATHI AMMAVARI VASANTHOTSAVAMS COMMENCES ON A COLOURFUL SPIRITUAL NOTE IN TIRUCHANOOR,https://news.tirumala.org/padmavathi-ammavari-vasanthotsavams-commences-on-a-colourful-spiritual-note-in-tiruchanoor/
2017-05-10,Garuda Seva,announced_dates,unspecified,minor,PORUNAMI GARUDA SEVA ON MAY 10,https://news.tirumala.org/porunami-garuda-seva-on-may-10/
2017-05-10,Vasanthotsavam,same_day_report,other_temple,minor,VASANTHOTSAVAM PERFORMED AT TIRUCHANOOR,https://news.tirumala.org/vasanthotsavam-performed-at-tiruchanoor/
2017-05-11,Vasanthotsavam,same_day_report,unspecified,minor,VASANTHOTSAVAMS CONCLUDES IN SRI PAT,https://news.tirumala.org/vasanthotsavams-concludes-in-sri-pat/
2017-05-15,Vasanthotsavam,same_day_report,unspecified,minor,VASANTHOTSAVAMS COMMENCES IN SKVST,https://news.tirumala.org/vasanthotsavams-commences-in-skvst/
2017-05-21,Hanuman Jayanti,announced_dates,tirumala,major,HANUMAN JAYANTHI IN TIRUMALA ON MAY 21,https://news.tirumala.org/hanuman-jayanthi-in-tirumala-on-may-21/
2017-05-30,Srivari Annual Brahmotsavams,same_day_report,unspecified,major,ANKURARPANAM PERFORMED IN SRI GT FOR ANNUAL BRAHMOTSAVAMS,https://news.tirumala.org/ankurarpanam-performed-in-sri-gt-for-annual-brahmotsavams/
2017-06-05,Brahmotsavams,same_day_report,other_temple,major,ANKURARPANAM PERFORMED TO APPALAYAGUNTA BRAHMOTSAVAMS,https://news.tirumala.org/ankurarpanam-performed-to-appalayagunta-brahmotsavams/
2017-06-05,Teppotsavam,announced_dates,unspecified,minor,TEPPOTSAVAMS IN SRI PAT FROM JUNE 5-9,https://news.tirumala.org/teppotsavams-in-sri-pat-from-june-5-9/
2017-06-06,Teppotsavam,announced_dates,unspecified,minor,TEPPOTSAVAMS IN SRI PAT FROM JUNE 5-9,https://news.tirumala.org/teppotsavams-in-sri-pat-from-june-5-9/
2017-06-07,Teppotsavam,announced_dates,unspecified,minor,TEPPOTSAVAMS IN SRI PAT FROM JUNE 5-9,https://news.tirumala.org/teppotsavams-in-sri-pat-from-june-5-9/
2017-06-08,Teppotsavam,announced_dates,unspecified,minor,TEPPOTSAVAMS IN SRI PAT FROM JUNE 5-9,https://news.tirumala.org/teppotsavams-in-sri-pat-from-june-5-9/
2017-06-09,Teppotsavam,announced_dates,unspecified,minor,TEPPOTSAVAMS IN SRI PAT FROM JUNE 5-9,https://news.tirumala.org/teppotsavams-in-sri-pat-from-june-5-9/
2017-07-04,Pavitrotsavam,same_day_report,unspecified,minor,ANKURARPANA PERFORMED TO SRI KT PAVITROTSAVAMS_ శ్రీ కపిలేశ్వరస్వామివారి ఆలయంలో పవిత్రోత్సవాలకు ఘనంగా అంకురార్పణ,https://news.tirumala.org/ankurarpana-performed-to-sri-kt-pavitrotsavams_-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80-%e0%b0%95%e0%b0%aa%e0%b0%bf%e0%b0%b2%e0%b1%87%e0%b0%b6%e0%b1%8d%e0%b0%b5%e0%b0%b0%e0%b0%b8%e0%b1%8d%e0%b0%b5/
2017-07-05,Pavitrotsavam,announced_dates,other_temple,minor,KAPILESWARA SWAMY ANNUAL PAVITHROTSAVAMS FROM JULY 5-7 / జూలై 5 నుండి 7వ తేదీ వరకు శ్రీ కపిలేశ్వరస్వామివారి ఆలయంలో పవిత్రోత్సవాలు,https://news.tirumala.org/kapileswara-swamy-annual-pavotrotsavams/
2017-07-06,Pavitrotsavam,announced_dates,other_temple,minor,KAPILESWARA SWAMY ANNUAL PAVITHROTSAVAMS FROM JULY 5-7 / జూలై 5 నుండి 7వ తేదీ వరకు శ్రీ కపిలేశ్వరస్వామివారి ఆలయంలో పవిత్రోత్సవాలు,https://news.tirumala.org/kapileswara-swamy-annual-pavotrotsavams/
2017-07-07,Pavitrotsavam,announced_dates,other_temple,minor,KAPILESWARA SWAMY ANNUAL PAVITHROTSAVAMS FROM JULY 5-7 / జూలై 5 నుండి 7వ తేదీ వరకు శ్రీ కపిలేశ్వరస్వామివారి ఆలయంలో పవిత్రోత్సవాలు,https://news.tirumala.org/kapileswara-swamy-annual-pavotrotsavams/
2017-07-15,Anivara Asthanam,same_day_report,unspecified,minor,NEW ACCOUNTS FOR TTD TO COMMENCE FROM JULY 17 WITH ANIVARA ASTHANAM FESTIVAL_ శ్రీవారి ఆలయంలో ఆణివార ఆస్థానానికి ఏర్పాట్లు పూర్తి,https://news.tirumala.org/anivara-asthanam-3/
2017-07-16,Anivara Asthanam,announced_dates,tirumala,minor,ANIVARA ASTHANAM IN TIRUMALA TEMPLE ON JULY 16 - జులై 16న శ్రీవారి ఆలయంలో ఆణివార ఆస్థానం,https://news.tirumala.org/anivara-asthanam-2/
2017-07-17,Srivari Annual Brahmotsavams,same_day_report,unspecified,major,"COMMENCE ANNUAL BRAHMOTSAVAMS WORKS - TTD EO TO OFFICERS_ శ్రీవారి బ్రహ్మూెత్సవాలకు తిరుమల, తిరుపతిలో పార్కింగ్‌ ఏర్పాట్లు చేపట్టండి : టిటిడి ఈవో శ్రీ",https://news.tirumala.org/commence-annual-brahmotsavams-works-ttd-eo-to-officers/
2017-07-18,Pavitrotsavam,same_day_report,unspecified,minor,ANKURARPANA PERFORMED TO SRI KRT PAVITROTSAVAMS_ శ్రీ కోదండరామస్వామివారి పవిత్రోత్సవాలకు ఘనంగా అంకురార్పణ,https://news.tirumala.org/ankurarpana-performed-to-sri-krt-pavitrotsavams/
2017-07-21,Pavitrotsavam,same_day_report,unspecified,minor,PAVITROTSAVAMS CONCLUDES IN KRT_ ఘనంగా ముగిసిన శ్రీ కోదండరామస్వామివారి ఆలయ పవిత్రోత్సవాలు,https://news.tirumala.org/pavithrotsavam-3/
2017-07-28,Garuda Seva,same_day_report,unspecified,minor,GARUDA SEVA PERFORMED ON GARUDA PANCHAMI_ వైభవంగా గరుడసేవ,https://news.tirumala.org/garuda-seva-performed-on-garuda-panchami/
2017-08-05,Pavitrotsavam,same_day_report,unspecified,minor,PAVITROTSAVAMS CONCLUDES WITH PURNAHUTI_ పూర్ణాహుతితో ఘనంగా ముగిసిన పవిత్రోత్సవాలు,https://news.tirumala.org/pavitrotsavams-concludes-with-purnahuti/
2017-08-15,Independence Day,fixed_national_holiday,national,major,fixed calendar date,
2017-08-31,Pavitrotsavam,same_day_report,unspecified,minor,PAVITHROTSAVAM COMMENCES AT SRI GT WITH ANKURARPANAM_ శాస్త్రోక్తంగా శ్రీ గోవిందరాజస్వామివారి పవిత్రోత్సవాలకు అంకురార్పణ,https://news.tirumala.org/pavithrotsavam-commences-at-sri-gt-with-ankurarpanam/
2017-09-01,Pavitrotsavam,same_day_report,unspecified,minor,PAVITROTSAVAMS COMMENCE IN SRI GT_ వైభవంగా శ్రీ గోవిందరాజస్వామివారి పవిత్రోత్సవాలు ప్రారంభం,https://news.tirumala.org/sri-govindaraja-swamy-annual-pavithrotsavams-begins/
2017-09-03,Pavitrotsavam,same_day_report,unspecified,minor,PURNAHUTI PERFORMED TO SRI GT PAVITROTSAVAMS_ పూర్ణాహుతితో ముగిసిన శ్రీ‌ గోవిందరాజస్వామివారి ప‌విత్రోత్స‌వాలు,https://news.tirumala.org/purnahuti-performed-to-sri-gt-pavitrotsavams/
2017-09-04,Pavitrotsavam,same_day_report,unspecified,minor,PAVITROTSAVAMS COMMENCE IN SRI PAT_ శ్రీ పద్మావతి అమ్మవారి ఆలయంలో ఘనంగా పవిత్ర ప్రతిష్ఠ,https://news.tirumala.org/pavitrotsavams-commence-in-sri-pat/
2017-09-06,Pavitrotsavam,same_day_report,unspecified,minor,PAVITROTSAVAMS CONCLUDE IN SRI PAT_ శ్రీ పద్మావతి అమ్మవారి ఆలయంలో ముగిసిన పవిత్రోత్సవాలు,https://news.tirumala.org/pavitrotsavams-conclude-in-sri-pat/
2017-10-02,Gandhi Jayanti,fixed_national_holiday,national,major,fixed calendar date,
2017-10-11,Pavitrotsavam,same_day_report,other_temple,minor,"CELESTIAL PAVITHROTSAVAM BEGINS AT SRI KODANDARAMA SWAMY TEMPLE, CHANDRAGIRI_ చంద్రగిరిలోని శ్రీ కోదండరామాలయంలో వైభవంగా పవిత్రోత్సవాలు ప్రారంభం",https://news.tirumala.org/pavithrotsavam-9/
2017-10-15,Pavitrotsavam,same_day_report,unspecified,minor,PAVITROTSAVAMS COMMENCE IN SKVST_ వైభవంగా శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి పవిత్రోత్సవాలు ప్రారంభం,https://news.tirumala.org/pavitrotsavams-commence-in-skvst/
2017-10-18,Deepavali,same_day_report,unspecified,major,DIWALI CELEBRATED WITH APLOMB IN BIRRD_ బర్డ్‌ ఆసుపత్రిలో ఘనంగా దీపావళి సంబరాలు,https://news.tirumala.org/diwali-celebrated-with-aplomb-in-birrd/
2017-10-19,Deepavali,same_day_report,tirumala,major,DEEPAVALI ASTHANAM OBSERVED IN TIRUMALA TEMPLE_ శ్రీవారి ఆలయంలో ఘనంగా దీపావళి ఆస్థానం,https://news.tirumala.org/deepavali-asthanam-observed-in-tirumala-temple/
2017-11-19,Vasanthotsavam,same_day_report,other_temple,minor,VASANTHOTSAVAM PERFORMED TO GODDESS PADMAVATHI,https://news.tirumala.org/vasanthotsavam-performed-to-goddess-padmavathi-2/
2017-12-15,Tiruppavai / Dhanurmasam,same_day_report,unspecified,minor,TIRUPPAVAI DISCOURSES COMMENCE FROM DECEMBER 16_2017 TO JANUARY14_2018,https://news.tirumala.org/tiruppavai-discourses-commence-from-december-16_2017-to-january14_2018/
2017-12-16,Tiruppavai / Dhanurmasam,same_day_report,tirumala,minor,TIRUPPAVAI PARAYANAM COMMENCES AT SRIVARI TEMPLE,https://news.tirumala.org/tiruppavai-parayanam-commences-at-srivari-temple/
2017-12-25,Christmas,fixed_national_holiday,national,major,fixed calendar date,
2017-12-28,Teppotsavam,announced_dates,other_temple,minor,"TEPPOTSAVAMS AT SRI KAPILESWARA SWAMY TEMPLE FROM DEC 28 TO JAN 1, 2018_ డిసెంబరు 28 నుండి జనవరి 1వ తేదీ వరకు శ్రీకపిలేశ్వరాలయంలో తెప్పోత్సవాలు",https://news.tirumala.org/teppotsavams-at-sri-kapileswara-swamy-temple-from-dec-28-to-jan-1-2018/
2017-12-29,Teppotsavam,announced_dates,other_temple,minor,"TEPPOTSAVAMS AT SRI KAPILESWARA SWAMY TEMPLE FROM DEC 28 TO JAN 1, 2018_ డిసెంబరు 28 నుండి జనవరి 1వ తేదీ వరకు శ్రీకపిలేశ్వరాలయంలో తెప్పోత్సవాలు",https://news.tirumala.org/teppotsavams-at-sri-kapileswara-swamy-temple-from-dec-28-to-jan-1-2018/
2017-12-30,Teppotsavam,announced_dates,other_temple,minor,"TEPPOTSAVAMS AT SRI KAPILESWARA SWAMY TEMPLE FROM DEC 28 TO JAN 1, 2018_ డిసెంబరు 28 నుండి జనవరి 1వ తేదీ వరకు శ్రీకపిలేశ్వరాలయంలో తెప్పోత్సవాలు",https://news.tirumala.org/teppotsavams-at-sri-kapileswara-swamy-temple-from-dec-28-to-jan-1-2018/
2017-12-31,Teppotsavam,announced_dates,other_temple,minor,"TEPPOTSAVAMS AT SRI KAPILESWARA SWAMY TEMPLE FROM DEC 28 TO JAN 1, 2018_ డిసెంబరు 28 నుండి జనవరి 1వ తేదీ వరకు శ్రీకపిలేశ్వరాలయంలో తెప్పోత్సవాలు",https://news.tirumala.org/teppotsavams-at-sri-kapileswara-swamy-temple-from-dec-28-to-jan-1-2018/
2018-01-01,New Year's Day,fixed_national_holiday,national,major,fixed calendar date,
2018-01-01,Teppotsavam,announced_dates,other_temple,minor,"TEPPOTSAVAMS AT SRI KAPILESWARA SWAMY TEMPLE FROM DEC 28 TO JAN 1, 2018_ డిసెంబరు 28 నుండి జనవరి 1వ తేదీ వరకు శ్రీకపిలేశ్వరాలయంలో తెప్పోత్సవాలు",https://news.tirumala.org/teppotsavams-at-sri-kapileswara-swamy-temple-from-dec-28-to-jan-1-2018/
2018-01-17,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-18,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-19,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-20,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-21,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-22,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-23,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-24,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-24,Rathasapthami,announced_dates,tirumala,major,RATHASAPTHAMI IN TIRUMALA ON JANUARY 24,https://news.tirumala.org/rathasapthami-in-tirumala-on-january-24/
2018-01-25,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-25,Teppotsavam,same_day_report,unspecified,minor,GRAND TEPPOTSAVAM COMMENCES IN SRI GT_ వైభవంగా శ్రీ గోవిందరాజస్వామివారి తెప్పోత్సవాలు ప్రారంభం,https://news.tirumala.org/grand-teppotsavam-commences-in-sri-gt/
2018-01-26,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-01-26,Republic Day,fixed_national_holiday,national,major,fixed calendar date,
2018-01-27,Brahmotsavams,announced_dates,unspecified,major,DEVUNI KADAPA BRAHMOTSAVAMS FROM JAN 17 TO JAN 27,https://news.tirumala.org/devuni-kadapa-brahmotsavams-from-jan-17-to-jan-27/
2018-03-03,Ugadi,same_day_report,unspecified,major,UGADI CELEBRATIONS AT SRI PAT_ మార్చి 18న శ్రీ పద్మావతి అమ్మవారి ఆలయంలో ఉగాది వేడుకలు,https://news.tirumala.org/ugadi/
2018-03-07,Ugadi,same_day_report,unspecified,major,VILAMBI UGADI CELEBRATIONS ON MARCH 18_ మార్చి 18న శ్రీ గోవిందరాజస్వామివారి ఆలయంలో ఉగాది వేడుకలు,https://news.tirumala.org/vilambi-ugadi-celebrations-on-march-18/
2018-03-18,Ugadi,same_day_report,unspecified,major,VILAMBI NAMA UGADI CELEBRATED IN HILL SHRINE_ తిరుమల శ్రీవారి ఆలయంలో వైభవంగా ఉగాది వేడుకలు,https://news.tirumala.org/vilambi-nama-ugadi-celebrated-in-hill-shrine_-%e0%b0%a4%e0%b0%bf%e0%b0%b0%e0%b1%81%e0%b0%ae%e0%b0%b2-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80%e0%b0%b5%e0%b0%be%e0%b0%b0%e0%b0%bf-%e0%b0%86%e0%b0%b2/
2018-03-25,Sri Rama Navami,same_day_report,unspecified,major,SRI RAMA NAVAMI FEST OBSERVED IN KRT_ శ్రీ కోదండరామాలయంలో ఘనంగా శ్రీరామనవమి వేడుకలు,https://news.tirumala.org/sri-rama-navami-fest-observed-in-krt/
2018-03-27,Brahmotsavams,same_day_report,unspecified,major,BRAHMOTSAVAMS COMMENCES WITH DHWAJAROHANAM IN C GIRI TEMPLE_ ధ్వజారోహణంతో వైభవంగా చంద్రగిరిలోని శ్రీ కోదండరామస్వామివారి బ్రహ్మోత్సవాలు ప్రారంభం,https://news.tirumala.org/chadragiri/
2018-03-31,Brahmotsavams,same_day_report,other_temple,major,BRAHMOTSAVAMS CONCLUDES IN VALMIKIPURAM,https://news.tirumala.org/brahmotsavams-concludes-in-valmikipuram/
2018-03-31,Teppotsavam,same_day_report,unspecified,minor,FLOAT FESTIVAL CONCLUDES IN KRT_ వైభవంగా ముగిసిన శ్రీ కోదండరాముని తెప్పోత్సవాలు,https://news.tirumala.org/float-festival-concludes-in-krt_-%e0%b0%b5%e0%b1%88%e0%b0%ad%e0%b0%b5%e0%b0%82%e0%b0%97%e0%b0%be-%e0%b0%ae%e0%b1%81%e0%b0%97%e0%b0%bf%e0%b0%b8%e0%b0%bf%e0%b0%a8-%e0%b0%b6%e0%b1%8d%e0%b0%b0%e0%b1%80/
2018-03-31,Vasanthotsavam,same_day_report,tirumala,minor,VASANTHOTSAVAM CONCLUDES ON A GRAND NOTE IN TIRUMALA_ వైభవంగా ముగిసిన శ్రీవారి సాలకట్ల వసంతోత్సవాలు,https://news.tirumala.org/vasanthotsavam-concludes-on-a-grand-note-in-tirumala/
2018-04-28,Vasanthotsavam,announced_dates,other_temple,minor,SRI PADMAVATHI TEMPLE VASANTHOTSAVAM FROM APRIL 28 TO 30,https://news.tirumala.org/sri-padmavathi-temple-vasanthotsavam-from-april-28-to-30/
2018-04-29,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-04-29,Garuda Seva,same_day_report,tirumala,minor,VISAKHA POURNAMI GARUDA SEVA HELD IN TIRUMALA_ వైభవంగా వైశాఖ పౌర్ణమి గరుడసేవ,https://news.tirumala.org/visakha-pournami-garuda-seva-held-in-tirumala/
2018-04-29,Vasanthotsavam,announced_dates,other_temple,minor,SRI PADMAVATHI TEMPLE VASANTHOTSAVAM FROM APRIL 28 TO 30,https://news.tirumala.org/sri-padmavathi-temple-vasanthotsavam-from-april-28-to-30/
2018-04-30,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-04-30,Vasanthotsavam,announced_dates,other_temple,minor,SRI PADMAVATHI TEMPLE VASANTHOTSAVAM FROM APRIL 28 TO 30,https://news.tirumala.org/sri-padmavathi-temple-vasanthotsavam-from-april-28-to-30/
2018-05-01,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-02,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-03,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-04,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-05,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-06,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-07,Brahmotsavams,announced_dates,unspecified,major,NAGALAPURAM BRAHMOTSAVAMS FROM APRIL 29 TO MAY 7,https://news.tirumala.org/nagalapuram-brahmotsavams-from-april-29-to-may-7/
2018-05-10,Hanuman Jayanti,announced_dates,tirumala,major,HANUMAN JAYANTHI ON MAY 10 IN TIRUMALA,https://news.tirumala.org/hanuman-jayanthi-on-may-10-in-tirumala/
2018-05-27,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-05-28,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-05-29,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-05-30,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-05-31,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-06-01,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-06-02,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-06-03,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-06-04,Brahmotsavams,announced_dates,other_temple,major,NARAYANAVANAM BRAHMOTSAVAMS FROM MAY 27 TO JUNE 4_ మే 27 నుండి జూన్‌ 4వ తేదీ వరకు నారాయణవనంలోని శ్రీ కల్యాణ వేంకటేశ్వరస్వామివారి బ్రహ్మోత్సవాలు,https://news.tirumala.org/narayanavanam-brahmotsavams-from-may-27-to-june-4/
2018-06-18,Brahmotsavams,announced_dates,other_temple,major,HYDERABAD TEMPLE BRAHMOTSAVAMS FROM JUNE 18-22,https://news.tirumala.org/hyderabad-temple-brahmotsavams-from-june-18_22/
2018-06-19,Brahmotsavams,announced_dates,other_temple,major,HYDERABAD TEMPLE BRAHMOTSAVAMS FROM JUNE 18-22,https://news.tirumala.org/hyderabad-temple-brahmotsavams-from-june-18_22/
2018-06-20,Brahmotsavams,announced_dates,other_temple,major,HYDERABAD TEMPLE BRAHMOTSAVAMS FROM JUNE 18-22,https://news.tirumala.org/hyderabad-temple-brahmotsavams-from-june-18_22/
2018-06-21,Brahmotsavams,announced_dates,other_temple,major,HYDERABAD TEMPLE BRAHMOTSAVAMS FROM JUNE 18-22,https://news.tirumala.org/hyderabad-temple-brahmotsavams-from-june-18_22/
2018-06-22,Brahmotsavams,announced_dates,other_temple,major,HYDERABAD TEMPLE BRAHMOTSAVAMS FROM JUNE 18-22,https://news.tirumala.org/hyderabad-temple-brahmotsavams-from-june-18_22/
2018-06-23,Brahmotsavams,announced_dates,other_temple,major,APPALAYAGUNTA BRAHMOTSAVAMS FROM JUNE 23 TO JULY 1_ జూన్‌ 19న అప్పలాయగుంట శ్రీ ప్రసన్న వేంకటేశ్వరస్వామివారి ఆలయంలో కోయిల్‌ ఆళ్వార్‌ తిరుమంజనం,https://news.tirumala.org/appalayagunta/
2018-06-24,Brahmotsavams,announced_dates,other_temple,major,APPALAYAGUNTA BRAHMOTSAVAMS FROM JUNE 23 TO JULY 1_ జూన్‌ 19న అప్పలాయగుంట శ్రీ ప్రసన్న వేంకటేశ్వరస్వామివారి ఆలయంలో కోయిల్‌ ఆళ్వార్‌ తిరుమంజనం,https://news.tirumala.org/appalayagunta/
2018-06-25,Brahmotsavams,announced_dates,other_temple,major,APPALAYAGUNTA BRAHMOTSAVAMS FROM JUNE 23 TO JULY 1_ జూన్‌ 19న అప్పలాయగుంట శ్రీ ప్రసన్న వేంకటేశ్వరస్వామివారి ఆలయంలో కోయిల్‌ ఆళ్వార్‌ తిరుమంజనం,https://news.tirumala.org/appalayagunta/
