darshan_date,pilgrims,post_id,post_datetime,date_source,darshan_wait_hours,waiting_compartments,title,link
2013-10-04,23546,541,2013-10-04 20:01:03,month_day_year_inferred@body,,and waiting hours details- Sarva Darshan (Free darshan)-18 compartments/10 hours; Divya Da,Sarva Darshan (Free darshan)-18 compartments/10 hours; Divya Darshan (Footpath darshan)-6 compartments/3 hours,https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments10-hours-divya-darshan-footpath-darshan-6-compartments3-hours/
2013-10-05,25146,589,2013-10-05 20:06:58,month_day_year_inferred@body,,and waiting hours details-Sarva Darshan (Free darshan)-22 compartments/10 hours; Divya Dar,Sarva Darshan (Free darshan)-22 compartments/10 hours; Divya Darshan (Footpath darshan)-10 compartments/5 hours,https://news.tirumala.org/arva-darshan-free-darshan-22-compartments10-hours-divya-darshan-footpath-darshan-10-compartments5-hours/
2013-10-06,34204,673,2013-10-06 18:05:30,month_day_year_inferred@body,,and waiting hours details-Sarva Darshan (Free darshan)-12 compartments/6 hours; Divya Dars,Sarva Darshan (Free darshan)-12 compartments/6 hours; Divya Darshan (Footpath darshan)-6 compartments/3 hours;,https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments6-hours-divya-darshan-footpath-darshan-6-compartments3-hours/
2013-10-16,36234,1132,2013-10-16 18:25:48,month_day_year_inferred@body,,and waiting hours details-Sarva Darshan (Free darshan)-31 compartments/16 hours; Divya Dar,"Sarva Darshan (Free darshan)-31 compartments/16 hours; Divya Darshan (Footpath darshan)-13 compartments/5 hours, Rs. 300 Closed.",https://news.tirumala.org/sarva-darshan-free-darshan-31-compartments16-hours-divya-darshan-footpath-darshan-13-compartments5-hours-rs-300-closed-2/
2013-10-17,36756,1134,2013-10-17 22:59:43,month_day_year_inferred@body,,and waiting hours details-Sarva Darshan (Free darshan)-31 compartments/17 hours; Divya Dar,"Sarva Darshan (Free darshan)-31compartments/17 hours; Divya Darshan (Footpath darshan)-13 compartments/6 hours, Rs. 300 closed.",https://news.tirumala.org/sarva-darshan-free-darshan-31compartments17-hours-divya-darshan-footpath-darshan-13-compartments6-hours-rs-300-closed/
2013-10-18,36654,1144,2013-10-18 22:14:35,month_day_year_inferred@title,25,and waiting hours details-Sarva Darshan (Free darshan)-line out /25 hours; Divya Darshan (,"About 36,654 pilgrims had Srivari Darshan from 3am to 6pm on October 18th",https://news.tirumala.org/sarva-darshan-free-darshan-line-out25-hours-divya-darshan-footpath-darshan-line-out-8-hours-rs-300-closed/
2013-10-19,46542,1167,2013-10-19 18:20:28,month_day_year_inferred@title,22,and waiting hours details-Sarva Darshan (Free darshan)-line out/22 hours; Divya Darshan (F,"About 46,542 pilgrims had Srivari Darshan from 3am to 6pm on October 19th",https://news.tirumala.org/sarva-darshan-free-darshan-line-out22-hours-divya-darshan-footpath-darshan-line-out-8-hours-rs-300-closed/
2013-10-20,42234,1179,2013-10-20 19:04:38,month_day_year_inferred@title,16,and waiting hours details-Sarva Darshan (Free darshan)-line out/16 hours; Divya Darshan (F,"About 42,234 pilgrims had Srivari Darshan on October 20th from 3am to 6pm",https://news.tirumala.org/sarva-darshan-free-darshan-line-out16-hours-divya-darshan-footpath-darshan-8-compartments5-hours/
2013-10-21,39314,1204,2013-10-21 18:34:54,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)-12 compartments/6 hours; Divya Dars,"About 39,314 pilgrims had Srivari Darshan from 3am to 6pm on October 21.",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments6-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-direct-line/
2013-10-22,27894,1268,2013-10-22 18:28:34,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 12 compartments/6 hours; Divya Dar,"About 27,894 pilgrims had Srivari Darshan from 3am to 6pm on October 22.",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments6-hours-divya-darshan-footpath-darshan-3-compartments-2-hours-rs-300-direct/
2013-10-23,21234,1292,2013-10-23 22:57:23,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 10 compartments/6 hours; Divya Dar,"About 21,234 pilgrims had Srivari Darshan from 3am to 6pm on October 23.",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments6-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-10-24,32124,1316,2013-10-24 18:17:57,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 9 compartments/6 hours; Divya Dars,"About 32,124 pilgrims had Srivari Darshan from 3am to 6pm on October 24",https://news.tirumala.org/about-32124-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-october-24/
2013-10-25,2272,1329,2013-10-25 18:20:48,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 10 compartments/6 hours; Divya Dar,"About 22,72 pilgrims had Srivari Darshan from 3am to 6pm on October 25",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments6-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-10-26,36752,1349,2013-10-26 19:16:09,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 18 compartments/10 hours; Divya Da,"About 36,752 pilgrims had Srivari Darshan from 3am to 6pm on October 26",https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments10-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-10-27,37915,1371,2013-10-27 19:23:21,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 9 compartments/5 hours; Divyar Dar,"About 37,915 pilgrims had Srivari Darshan from 3am to 6pm on Oct 27",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments6-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-10-28,22233,1379,2013-10-28 18:17:21,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 8 compartments/4 hours; Divya Dars,"About 22,233 pilgrims had Srivari Darshan from 3am to 6pm on October 28",https://news.tirumala.org/sarva-darshan-free-darshan-8-compartments4-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct-line/
2013-10-29,21830,1400,2013-10-29 19:05:19,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 10 compartments/4 hours; Divya Dar,"About 21,830 pilgrims had Srivari Darshan from 3am to 6pm on October 29",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments-4-hours-divya-darshan-footpath-darshan-8-compartments-4-hours-rs-300-direct-line/
2013-10-30,20913,1410,2013-10-30 18:19:26,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 10 compartments/4 hours; Divya Dar,"About 20,913 pilgrims had Srivari Darshan from 3am to 6pm on October 30",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments4-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-direct-line/
2013-10-31,23423,1441,2013-10-31 21:35:56,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 6 compartments/4 hours; Divya Dars,"About 23,423 pilgrims had Srivari Darshan from 3am to 6pm on October 31",https://news.tirumala.org/sarva-darshan-free-darshan-6-compartments4-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-01,25345,1462,2013-11-01 18:36:37,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 16 compartments/8 hours; Divya Dar,"About 25,345 pilgrims had Srivari Darshan from 3am to 6pm on November 1",https://news.tirumala.org/sarva-darshan-free-darshan-16-compartments8-hours-divya-darshan-footpath-darshan-10-compartments4-hours-special-entry-darshan-rs-300-darshan-2-compartments-2-hours/
2013-11-02,45337,1482,2013-11-02 18:53:46,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 30 compartments/16 hours; Divya Da,"About 45,337 pilgrims had Srivari Darshan from 3am to 6pm on November 2",https://news.tirumala.org/about-45337-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-november-2/
2013-11-03,38879,1494,2013-11-03 22:03:32,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 31 compartments/16 hours; Divya Da,"About 38,879 pilgrims had Srivari Darshan from 3am to 6pm on November 3",https://news.tirumala.org/sarva-darshan-free-darshan-31-compartments16-hours-divya-darshan-footpath-darshan-13-compartments7-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-04,43219,1512,2013-11-04 20:05:54,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 15 compartments/7 hours; Divya Dar,"About 43,219 pilgrims had Srivari Darshan from 3am to 6pm on November 4",https://news.tirumala.org/sarva-darshan-free-darshan-15-compartments7-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-05,33179,1526,2013-11-05 18:05:15,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 17 compartments/7 hours; Divya Dar,"About 33,179 pilgrims had Srivari Darshan from 3am to 6pm on November 5",https://news.tirumala.org/sarva-darshan-free-darshan-17-compartments7-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-06,27890,1563,2013-11-06 18:20:54,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 13 compartments/7 hours; Divya Dar,"About 27,890 pilgrims had Srivari Darshan from 3am to 6pm on November 6",https://news.tirumala.org/sarva-darshan-free-darshan-13-compartments7-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-07,30219,1570,2013-11-07 18:24:25,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 27 compartments/17 hours; Divya Da,"About 30,219 pilgrims had Srivari Darshan from 3am to 6pm on November 7",https://news.tirumala.org/sarva-darshan-free-darshan-27-compartments17-hours-divya-darshan-footpath-darshan-10-compartments5-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-08,33397,1599,2013-11-08 19:42:31,month_day_year_inferred@title,22,and waiting hours details-Sarva Darshan (Free darshan)- line outside/22 hours; Divya Darsh,"About 33,397 pilgrims had Srivari Darshan from 3am to 6pm on November 8",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside22-hours-divya-darshan-footpath-darshan-10-compartments5-hours-special-entry-darshan-rs-300-darshan-2compartments-2-hours/
2013-11-09,42121,1607,2013-11-09 18:24:18,month_day_year_inferred@title,24,and waiting hours details-Sarva Darshan (Free darshan)- line out/24 hours; Divya Darshan (,"About 42,121 pilgrims had Srivari Darshan from 3am to 6pm on November 9",https://news.tirumala.org/sarva-darshan-free-darshan-line-out24-hours-divya-darshan-footpath-darshan-line-out15-hours-special-entry-darshan-rs-300-darshan-6-compartments4-hours/
2013-11-10,32146,1636,2013-11-10 19:24:47,month_day_year_inferred@title,27,and waiting hours details-Sarva Darshan (Free darshan)- line outside/27 hours; Divya Darsh,"About 32,146 pilgrims had Srivari Darshan from 3am to 6pm on November 10",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside27-hours-divya-darshan-footpath-darshan-line-out12-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-11,43700,1673,2013-11-11 19:05:21,month_day_year_inferred@title,22,and waiting hours details-Sarva Darshan (Free darshan)- line out/22 hours; Divya Darshan (,"About 43,700 pilgrims had Srivari Darshan from 3am to 6pm on November 11",https://news.tirumala.org/sarva-darshan-free-darshan-line-out22-hours-divya-darshan-footpath-darshan-7-compartments4-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-12,23347,1697,2013-11-12 18:16:27,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 13 compartments/7 hours; Divya Dar,"About 23,347 pilgrims had Srivari Darshan from 3am to 6pm on November 12",https://news.tirumala.org/sarva-darshan-free-darshan-13-compartments7-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-13,26540,1705,2013-11-13 20:01:22,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 10 compartments/5 hours; Divya Dar,"About 26,540 pilgrims had Srivari Darshan from 3am to 6pm on November 13",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments5-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-14,34160,1723,2013-11-14 18:18:34,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 17 compartments/8 hours; Divya Dar,"About 34,160 pilgrims had Srivari Darshan from 3am to 6pm on November 14",https://news.tirumala.org/sarva-darshan-free-darshan-17-compartments8-hours-divya-darshan-footpath-darshan-9-compartments4-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-15,27459,1762,2013-11-15 23:24:29,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 27 compartments/13 hours; Divya Da,"About 27,459 pilgrims had Srivari Darshan from 3am to 6pm on November 15",https://news.tirumala.org/sarva-darshan-free-darshan-27-compartments13-hours-divya-darshan-footpath-darshan-5-compartments3-hours-special-entry-darshan-rs-300-darshan-4-compartments2-hours/
2013-11-16,40009,1775,2013-11-16 20:08:51,month_day_year_inferred@title,23,and waiting hours details-Sarva Darshan (Free darshan)- line out/23 hours; Divya Darshan (,"About 40,009 pilgrims had Srivari Darshan from 3am to 6pm on November 16",https://news.tirumala.org/sarva-darshan-free-darshan-line-out23-hours-divya-darshan-footpath-darshan-10-compartments5-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-17,33332,1801,2013-11-17 20:42:10,month_day_year_inferred@title,20,and waiting hours details-Sarva Darshan (Free darshan)- line out /20 hours; Divya Darshan,"About 33,332 pilgrims had Srivari Darshan from 3am to 6pm on November 17",https://news.tirumala.org/sarva-darshan-free-darshan-line-out-20-hours-divya-darshan-footpath-darshan-12-compartments5-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-18,27654,1819,2013-11-18 21:30:18,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 10 compartments /6 hours; Divya Da,About 27654 pilgrims had Srivari Darshan from 3am to 6pm on November 18,https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments-6-hours-divya-darshan-footpath-darshan-3-compartments2-hours-special-entry-darshan-rs-300-darshan-2-compartments-1-hour/
2013-11-20,26819,1832,2013-11-20 18:31:11,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 16 compartments /8 hours; Divya Da,"About 26,819 pilgrims had Srivari Darshan from 3am to 6pm on November 20",https://news.tirumala.org/about-26819-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-november-20/
2013-11-21,25435,1872,2013-11-21 18:32:23,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 16 compartments/8 hours; Divya Dar,"About 25,435 pilgrims had Srivari Darshan from 3am to 6pm on November 21",https://news.tirumala.org/sarva-darshan-free-darshan-16-compartments8-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-closed/
2013-11-22,24315,1889,2013-11-22 18:15:02,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 16 compartments/8 hours; Divya Dar,"About 24,315 pilgrims had Srivari Darshan from 3am to 6pm on November 22",https://news.tirumala.org/sarva-darshan-free-darshan-16-compartments8-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-closed-2/
2013-11-23,43750,1898,2013-11-23 18:17:34,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 22 compartments/14 hours; Divya Da,"About 43,750 pilgrims had Srivari Darshan from 3am to 6pm on November 23",https://news.tirumala.org/sarva-darshan-free-darshan-22-compartments14-hours-divya-darshan-footpath-darshan-12-compartments5-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-24,37503,1933,2013-11-24 18:25:11,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 24 compartments/14 hours; Divya Da,"About 37,503 pilgrims had Srivari Darshan from 3am to 6pm on November 24",https://news.tirumala.org/sarva-darshan-free-darshan-24-compartments14-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-25,28590,1955,2013-11-25 18:54:54,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 10 compartments/4 hours; Divya Da,"About 28,590 pilgrims had Srivari Darshan from 3am to 6pm on November 25",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments4-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-26,27041,1977,2013-11-26 21:33:59,month_day_year_inferred@body,,and waiting hours details- Sarva Darshan (Free darshan)- 14 compartments/7 hours; Divya Da,Sarva Darshan (Free darshan)- 14 compartments/7 hours; Divya Darshan (Footpath darshan)- 5 compartments/3 hours; Special Entry Darshan (Rs.300 Darshan) direct,https://news.tirumala.org/sarva-darshan-free-darshan-14-compartments7-hours-divya-darshan-footpath-darshan-5-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-27,25541,2008,2013-11-27 18:38:28,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 12 compartments/6 hours; Divya Da,"About 25,541 pilgrims had Srivari Darshan from 3am to 6pm on November 27",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments6-hours-divya-darshan-footpath-darshan-4-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-28,24321,2075,2013-11-28 22:05:57,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 18 compartments/9 hours; Divya Da,"About 24,321 pilgrims had Srivari Darshan from 3am to 6pm on November 28",https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments9-hours-divya-darshan-footpath-darshan-7-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-11-29,32121,2139,2013-11-29 22:02:42,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 30 compartments/15 hours; Divya D,"About 32,121 pilgrims had Srivari Darshan from 3am to 6pm on November 29",https://news.tirumala.org/sarva-darshan-free-darshan-30-compartments15-hours-divya-darshan-footpath-darshan-9-compartments5-hours-special-entry-darshan-rs-300-darshan-3-compartments3-hours/
2013-11-30,40234,2171,2013-11-30 18:18:55,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 23 compartments/15 hours; Divya D,"About 40,234 pilgrims had Srivari Darshan from 3am to 6pm on November 30",https://news.tirumala.org/sarva-darshan-free-darshan-23-compartments15-hours-divya-darshan-footpath-darshan-10-compartments5-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-01,42314,2202,2013-12-01 19:41:03,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 22 compartments/15 hours; Divya D,"About 42,314 pilgrims had Srivari Darshan from 3am to 6pm on December 1",https://news.tirumala.org/sarva-darshan-free-darshan-22-compartments15-hours-divya-darshan-footpath-darshan-8-compartments5-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-02,36402,2304,2013-12-02 18:37:24,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 12 compartments/6 hours; Divya Da,"About 36,402 pilgrims had Srivari Darshan from 3am to 6pm on December 2",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments6-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-direct-2/
2013-12-03,25344,2366,2013-12-03 18:42:37,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 10 compartments/5 hours; Divya Da,"About 25,344 pilgrims had Srivari Darshan from 3am to 6pm on December 3",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments5-hours-divya-darshan-footpath-darshan-2-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-12-04,25678,2427,2013-12-04 22:54:18,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 10 compartments/5 hours; Divya Da,"About 25,678 pilgrims had Srivari Darshan from 3am to 6pm on December 4",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments5-hours-divya-darshan-footpath-darshan-5-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-12-05,31026,2467,2013-12-05 22:25:17,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 20 compartments/12 hours; Divya D,"About 31,026 pilgrims had Srivari Darshan from 3am to 6pm on December 5",https://news.tirumala.org/sarva-darshan-free-darshan-20-compartments12-hours-divya-darshan-footpath-darshan-7-compartments4-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-06,36326,2490,2013-12-06 20:34:45,month_day_year_inferred@title,20,and waiting hours details- Sarva Darshan (Free darshan)- line out /20 hours; Divya Darshan,"About 36,326 pilgrims had Srivari Darshan from 3am to 6pm on December 6",https://news.tirumala.org/sarva-darshan-free-darshan-line-out-20-hours-divya-darshan-footpath-darshan-line-out-7-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-07,39696,2545,2013-12-07 20:46:07,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 30 compartments /20 hours; Divya,"About 39,696 pilgrims had Srivari Darshan from 3am to 6pm December 7",https://news.tirumala.org/sarva-darshan-free-darshan-30-compartments-20-hours-divya-darshan-footpath-darshan-10-compartments-7-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-08,45038,2562,2013-12-08 20:27:56,month_day_year_inferred@title,20,and waiting hours details- Sarva Darshan (Free darshan)- line out /20 hours; Divya Darshan,"About 45,038 pilgrims had Srivari Darshan from 3am to 6pm on December 8",https://news.tirumala.org/sarva-darshan-free-darshan-line-out-20-hours-divya-darshan-footpath-darshan-line-out-7-hours-special-entry-darshan-rs-300-darshan-closed-2/
2013-12-09,26538,2595,2013-12-09 18:35:00,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 22 compartments /10 hours; Divya,"About 26,538 pilgrims had Srivari Darshan from 3am to 6pm on December 9",https://news.tirumala.org/sarva-darshan-free-darshan-22-compartments-10-hours-divya-darshan-footpath-darshan-6-compartments-3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-12-10,27834,2602,2013-12-10 06:17:24,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 8 compartments /4 hours; Divya Da,"About 27,834 pilgrims had Srivari Darshan from 3am to 6pm on December 10",https://news.tirumala.org/about-27834-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-december-10/
2013-12-11,25664,2607,2013-12-11 18:20:05,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 10 compartments /4 hours; Divya D,"About 25,664 pilgrims had Srivari Darshan from 3am to 6pm on December 11",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments-4-hours-divya-darshan-footpath-darshan-5-compartments-2-hours-special-entry-darshan-rs-300-darshan-direct/
2013-12-12,30254,2612,2013-12-12 18:43:18,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 20 compartments /14 hours; Divya,"About 30,254 pilgrims had Srivari Darshan from 3am to 6pm on December 12.",https://news.tirumala.org/about-30254-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-december-12/
2013-12-13,30211,2639,2013-12-13 19:48:36,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 26 compartments /17 hours; Divya,"About 30,211 pilgrims had Srivari Darshan from 3am to 6pm on December 13",https://news.tirumala.org/sarva-darshan-free-darshan-26-compartments-17-hours-divya-darshan-footpath-darshan-7-compartments-7-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-14,44917,2668,2013-12-14 18:17:53,month_day_year_inferred@title,18,and waiting hours details- Sarva Darshan (Free darshan)- line out compartments /18 hours;,"About 44,917 pilgrims had Srivari Darshan from 3am to 6pm on December 14",https://news.tirumala.org/sarva-darshan-free-darshan-line-out-compartments-18-hours-divya-darshan-footpath-darshan-line-out-8-hours-special-entry-darshan-rs-300-darshan-6-compartments-4-hours/
2013-12-15,40057,2675,2013-12-15 18:20:41,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)-27 compartments /18 hours; Divya D,"About 40,057 pilgrims had Srivari Darshan from 3am to 6pm on December 15",https://news.tirumala.org/about-40057-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-december-15/
2013-12-16,35057,2710,2013-12-16 18:28:08,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 14 compartments /8 hours; Divya D,"About 35,057 pilgrims had Srivari Darshan from 3am to 6pm on December 16",https://news.tirumala.org/sarva-darshan-free-darshan-14-compartments-8-hours-divya-darshan-footpath-darshan-7-compartments-4-hours-special-entry-darshan-rs-300-darshan-6-compartments-4-hours/
2013-12-17,36080,2717,2013-12-17 18:13:31,month_day_year_inferred@title,,and waiting hours details- Sarva Darshan (Free darshan)- 14 compartments /8 hours; Divya D,"About 36,080 pilgrims had Srivari Darshan from 3am to 6pm on December 17",https://news.tirumala.org/sarva-darshan-free-darshan-14-compartments-8-hours-divya-darshan-footpath-darshan-7-compartments-4-hours-special-entry-darshan-rs-300-darshan-direct/
2013-12-18,20808,2744,2013-12-18 21:59:54,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 12 compartments/7 hours; Divya Dar,"About 20,808 pilgrims had Srivari Darshan from 3am to 6pm on December 18",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments7-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2013-12-19,21287,2756,2013-12-19 18:21:17,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 18 compartments/7 hours; Divya Dar,"About 21,287 pilgrims had Srivari Darshan from 3am to 6pm on December 19",https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments7-hours-divya-darshan-footpath-darshan-9-compartments5-hours-special-entry-darshan-rs-300-darshan-closed/
2013-12-20,36899,2786,2013-12-20 19:23:16,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 25 compartments/14 hours; Divya Da,"About 36,899 pilgrims had Srivari Darshan from 3am to 6pm on December 20",https://news.tirumala.org/sarva-darshan-free-darshan-25-compartments14-hours-divya-darshan-footpath-darshan-6-compartments3-hours-special-entry-darshan-rs-300-darshan-6-compartments-3-hours/
2013-12-21,40894,2798,2013-12-21 18:01:17,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 25 compartments/14 hours; Divya Da,"About 40,894 pilgrims had Srivari Darshan from 3am to 6pm on December 21",https://news.tirumala.org/about-40894-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-december-21/
2013-12-22,44344,2803,2013-12-22 18:08:04,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 22 compartments/12 hours; Divya Da,"About 44,344 pilgrims had Srivari Darshan from 3am to 6pm on December 22",https://news.tirumala.org/about-4344-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-december-22/
2013-12-23,47372,2808,2013-12-23 18:14:59,month_day_year_inferred@title,,and waiting hours details-Sarva Darshan (Free darshan)- 22 compartments/12 hours; Divya Da,"About 47,372 pilgrims had Srivari Darshan from 3am to 6pm on December 23",https://news.tirumala.org/sarva-darshan-free-darshan-22-compartments12-hours-divya-darshan-footpath-darshan-9-compartments6-hours-special-entry-darshan-rs-300-darshan-closed/
