darshan_date,pilgrims,post_id,post_datetime,date_source,darshan_wait_hours,waiting_compartments,title,link
2014-08-06,40000,8029,2014-08-06 19:24:04,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 13 compartments /8 hours; D,"About 40,000 pilgrims had Srivari Darshan from 3am to 6pm on Aug 6",https://news.tirumala.org/sarva-darshan-free-darshan-13-compartments-8-hours-divya-darshan-footpath-darshan-4-compartments-3-hours-special-entry-darshan-rs-300-darshan-direct/
2014-08-07,34053,8057,2014-08-07 18:30:35,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 17 compartments /8 hours; D,"About 34,053 pilgrims had Srivari Darshan from 3am to 6pm on Aug 7",https://news.tirumala.org/sarva-darshan-free-darshan-17-compartments-8-hours-divya-darshan-footpath-darshan-5-compartments-5-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-08,41635,8066,2014-08-08 18:54:26,month_day_year_inferred@title,,and waiting hours detail by 5am. Sarva Darshan (Free darshan)- 26 compartments /20 hours;,"About 41,635 pilgrims had Srivari Darshan from 3am to 6pm on Aug 8",https://news.tirumala.org/sarva-darshan-free-darshan-26-compartments-20-hours-divya-darshan-footpath-darshan-8-compartments-12-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-09,43862,8160,2014-08-09 18:53:40,month_day_year_inferred@title,22,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside /22 hours; Div,"About 43,862 pilgrims had Srivari Darshan from 3am to 6pm on Aug 9",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside-22-hours-divya-darshan-footpath-darshan-line-outside-12-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-10,41658,8183,2014-08-10 18:19:29,month_day_year_inferred@title,,and waiting hours detail by 5pm. Sarva Darshan (Free darshan)- 29 compartments/24 hours; D,"About 41,658 pilgrims had Srivari Darshan from 3am to 6pm on Aug 10",https://news.tirumala.org/sarva-darshan-free-darshan-29-compartments24-hours-divya-darshan-footpath-darshan-4-compartments-5-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-11,48879,8202,2014-08-11 18:45:32,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 25 compartments/18 hours; D,"About 48,879 pilgrims had Srivari Darshan from 3am to 6pm on Aug 11",https://news.tirumala.org/sarva-darshan-free-darshan-25-compartments18-hours-divya-darshan-footpath-darshan-11-compartments-8-hours-special-entry-darshan-rs-300-darshan-direct-line/
2014-08-12,40161,8244,2014-08-12 18:33:01,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 18 compartments/8 hours; Di,"About 40,161 pilgrims had Srivari Darshan from 3am to 6pm on Aug 12",https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments8-hours-divya-darshan-footpath-darshan-4-compartments-4-hours-special-entry-darshan-rs-300-darshan-direct-line/
2014-08-13,33586,8260,2014-08-13 18:22:19,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 15 compartments/9 hours; Di,"About 33,586 pilgrims had Srivari Darshan from 3am to 6pm on Aug 13",https://news.tirumala.org/sarva-darshan-free-darshan-15-compartments9-hours-divya-darshan-footpath-darshan-10-compartments-5-hours-special-entry-darshan-rs-300-darshan-direct-line/
2014-08-14,37732,8275,2014-08-14 18:39:51,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 22 compartments/16 hours; D,"About 37,732 pilgrims had Srivari Darshan from 3am to 6pm on Aug 14",https://news.tirumala.org/about-37732-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-aug-14/
2014-08-15,42882,8330,2014-08-15 18:47:07,month_day_year_inferred@title,30,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/30 hours; Divy,"About 42,882 pilgrims had Srivari Darshan from 3am to 6pm on Aug 15",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside30-hours-divya-darshan-footpath-darshan-line-outside-20-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-16,45847,8340,2014-08-16 18:25:18,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/24 hours; Divy,"About 45,847 pilgrims had Srivari Darshan from 3am to 6pm on Aug 16",https://news.tirumala.org/about-45847-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-aug-16/
2014-08-17,54149,8363,2014-08-17 19:07:19,month_day_year_inferred@title,25,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/25 hours; Divy,"About 54,149 pilgrims had Srivari Darshan from 3am to 6pm on Aug 17",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside25-hours-divya-darshan-footpath-darshan-line-outside-15-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-18,46586,8379,2014-08-18 20:11:48,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 24 compartments/12 hours; D,"About 46,586 pilgrims had Srivari Darshan from 3am to 6pm on Aug 18",https://news.tirumala.org/sarva-darshan-free-darshan-24-compartments12-hours-divya-darshan-footpath-darshan-11-compartments6-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-19,31026,8448,2014-08-19 19:10:42,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 10 compartments/5 hours; Di,"About 31,026 pilgrims had Srivari Darshan from 3am to 6pm on Aug 19",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments5-hours-divya-darshan-footpath-darshan-2-compartments2-hours-special-entry-darshan-rs-300-darshan-direct-2/
2014-08-20,35678,8477,2014-08-20 19:02:34,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 16 compartments/10 hours; D,"About 35,678 pilgrims had Srivari Darshan from 3am to 6pm on Aug 20",https://news.tirumala.org/sarva-darshan-free-darshan-16-compartments10-hours-divya-darshan-footpath-darshan-10-compartments5-hours-special-entry-darshan-rs-300-darshan-direct-line/
2014-08-21,31114,8490,2014-08-21 18:39:27,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 25 compartments/10 hours; D,"About 31,114 pilgrims had Srivari Darshan from 3am to 6pm on Aug 21",https://news.tirumala.org/sarva-darshan-free-darshan-25-compartments10-hours-divya-darshan-footpath-darshan-6-compartments4-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-22,29382,8510,2014-08-22 18:44:07,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/24 hours; Divy,"About 29,382 pilgrims had Srivari Darshan from 3am to 6pm on Aug 22",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside24-hours-divya-darshan-footpath-darshan-line-outside16-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-23,48216,8518,2014-08-23 19:16:34,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/24 hours; Divy,"About 48,216 pilgrims had Srivari Darshan from 3am to 6pm on Aug 23",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside24-hours-divya-darshan-footpath-darshan-line-outside14-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-24,48341,8527,2014-08-24 18:03:33,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 27 compartments/20 hours; D,"About 48,341 pilgrims had Srivari Darshan from to 3am to 6pm on Aug 24",https://news.tirumala.org/about-48341-pilgrims-had-srivari-darshan-from-to-3am-to-6pm-on-aug-24/
2014-08-25,40323,8551,2014-08-25 19:15:01,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 11 compartments/6 hours; Di,"About 40,323 pilgrims had Srivari Darshan from 3am to 6pm on Aug 25",https://news.tirumala.org/sarva-darshan-free-darshan-11-compartments6-hours-divya-darshan-footpath-darshan-11-compartments6-hours-special-entry-darshan-rs-300-darshan-direct/
2014-08-26,35168,8576,2014-08-26 18:41:49,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 5 compartments/5 hours; Div,"About 35,168 pilgrims had Srivari Darshan from 3am to 6pm on Aug 26",https://news.tirumala.org/sarva-darshan-free-darshan-5-compartments5-hours-divya-darshan-footpath-darshan-4-compartments3-hours-special-entry-darshan-rs-300-darshan-direct/
2014-08-27,26111,8602,2014-08-27 18:47:42,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 8 compartments/6 hours; Div,"About 26,111 pilgrims had Srivari Darshan from 3am to 6pm on Aug 27",https://news.tirumala.org/sarva-darshan-free-darshan-8-compartments6-hours-divya-darshan-footpath-darshan-2-compartments2-hours-special-entry-darshan-rs-300-darshan-direct/
2014-08-28,35964,8625,2014-08-28 18:33:13,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 7 compartments/5 hours; Div,"About 35,964 pilgrims had Srivari Darshan from 3am to 6pm on Aug 28",https://news.tirumala.org/sarva-darshan-free-darshan-7-compartments5-hours-divya-darshan-footpath-darshan-2-compartments2-hours-special-entry-darshan-rs-300-darshan-closed/
2014-08-29,25898,8652,2014-08-29 18:04:36,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 18 compartments/12 hours; D,"About 25,898 pilgrims had Srivari Darshan from 3am to 6pm on Aug 29",https://news.tirumala.org/about-25898-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-aug-29/
2014-08-30,45000,8675,2014-08-30 18:17:25,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 25 compartments/10 hours; D,"About 45,000 pilgrims had Srivari Darshan from 3am to 6pm on Aug 30",https://news.tirumala.org/sarva-darshan-free-darshan-25-compartments10-hours-divya-darshan-footpath-darshan-6-compartments4-hours-special-entry-darshan-rs-300-darshan-closed-2/
2014-08-31,28137,8706,2014-08-31 18:11:19,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 13 compartments/9 hours; Di,"About 28,137 pilgrims had Srivari Darshan from 3am to 6pm on Aug 31",https://news.tirumala.org/about-28137-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-aug-31/
2014-09-01,35750,8713,2014-09-01 18:47:20,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 10 compartments/8 hours; Di,"About 35,750 pilgrims had Srivari Darshan from 3am to 6pm on Sept 01",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments8-hours-divya-darshan-footpath-darshan-4-compartments4-hours-special-entry-darshan-rs-300-darshan-direct/
2014-09-02,20252,8736,2014-09-02 18:35:38,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 8 compartments/6 hours; Div,"About 20,252 pilgrims had Srivari Darshan from 3am to 6pm on Sept 02",https://news.tirumala.org/sarva-darshan-free-darshan-8-compartments6-hours-divya-darshan-footpath-darshan-4-compartments2-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-03,18836,8754,2014-09-03 18:23:51,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 12 compartments/3 hours; Di,"About 18,836 pilgrims had Srivari Darshan from 3am to 6pm on Sept 03",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments3-hours-divya-darshan-footpath-darshan-direct-line-special-entry-darshan-rs-300-darshan-direct-line/
2014-09-04,29892,8762,2014-09-04 18:40:43,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 11 compartments/8 hours; Di,"About 29,892 pilgrims had Srivari Darshan from 3am to 6pm on Sept 04",https://news.tirumala.org/sarva-darshan-free-darshan-11-compartments8-hours-divya-darshan-footpath-darshan-2-compartments-4-hours-special-entry-darshan-rs-300-darshan-after-8am/
2014-09-05,34510,8802,2014-09-05 18:26:34,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 17 compartments/10 hours; D,"About 34,510 pilgrims had Srivari Darshan from 3am to 6pm on Sep 05",https://news.tirumala.org/sarva-darshan-free-darshan-17-compartments10-hours-divya-darshan-footpath-darshan-3-compartments-3-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-06,36646,8898,2014-09-06 19:11:10,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 27 compartments/20 hours; D,"About 36,646 pilgrims had Srivari Darshan from 3am to 6pm on Sept 06",https://news.tirumala.org/sarva-darshan-free-darshan-27-compartments20-hours-divya-darshan-footpath-darshan-4-compartments-4-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-07,44675,8970,2014-09-07 18:45:05,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 22 compartments/20 hours; D,About 44675 pilgrims had Srivari Darshan from 3am to 6pm on Sept 07,https://news.tirumala.org/about-44675-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-sept-07/
2014-09-08,35041,9026,2014-09-08 18:16:28,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 19 compartments/12 hours; D,"About 35,041 pilgrims had Srivari Darshan from 3am to 6pm on Sept 08",https://news.tirumala.org/about-35041-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-sept-08/
2014-09-09,27390,9074,2014-09-09 18:40:44,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 26 compartments/12 hours; D,"About 27,390 pilgrims had Srivari Darshan from 3am to 6pm on Sept 09",https://news.tirumala.org/sarva-darshan-free-darshan-26-compartments12-hours-divya-darshan-footpath-darshan-4-compartments-4-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-10,38142,9124,2014-09-10 19:47:32,month_day_year_inferred@body,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 10 compartments/8 hours; Di,Sarva Darshan (Free darshan)- 10 compartments/8 hours; Divya Darshan (Footpath darshan)- 6 compartments/ 4 hours; Special Entry Darshan (Rs.300 Darshan) direct,https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments8-hours-divya-darshan-footpath-darshan-6-compartments-4-hours-special-entry-darshan-rs-300-darshan-direct/
2014-09-11,33918,9131,2014-09-11 18:05:59,month_day_year_inferred@body,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 18 compartments/10 hours; D,Sarva Darshan (Free darshan)- 18 compartments/10 hours; Divya Darshan (Footpath darshan)- 3 compartments/ 3 hours; Special Entry Darshan (Rs.300 Darshan) closed,https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments10-hours-divya-darshan-footpath-darshan-3-compartments-3-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-12,29534,9168,2014-09-12 18:56:42,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 20 compartments/10 hours; D,"About 29,534 pilgrims had Srivari Darshan from 3am to 6pm on Sept 12",https://news.tirumala.org/about-29534-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-sept-12/
2014-09-13,47409,9195,2014-09-13 18:37:49,month_day_year_inferred@title,25,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/25 hours; Divy,"About 47,409 pilgrims had Srivari Darshan from 3am to 6pm on Sept 13",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside25-hours-divya-darshan-footpath-darshan-line-outside-20-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-14,32987,9204,2014-09-14 18:41:50,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/24 hours; Divy,"About 32,987 pilgrims had Srivari Darshan from 3am to 6pm on Sep 14",https://news.tirumala.org/about-32987-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-sep-14/
2014-09-15,38616,9217,2014-09-15 18:32:46,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 16 compartments/ 8 hours; D,"About 38,616 pilgrims had Srivari Darshan from 3am to 6pm on Sep 15",https://news.tirumala.org/sarva-darshan-free-darshan-16-compartments-8-hours-divya-darshan-footpath-darshan-4-compartments-4-hours-special-entry-darshan-rs-300-darshan-2-compartments-2-hours/
2014-09-16,32245,9239,2014-09-16 18:38:23,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 10 compartments/ 8 hours; D,"About 32,245 pilgrims had Srivari Darshan from 3am to 6pm on Sept 16",https://news.tirumala.org/sarva-darshan-free-darshan-10-compartments-8-hours-divya-darshan-footpath-darshan-3-compartments-3-hours-special-entry-darshan-rs-300-darshan-1-compartment-1-hour/
2014-09-17,22328,9257,2014-09-17 18:16:39,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 18 compartments/ 12 hours;,"About 22,328 pilgrims had Srivari Darshan from 3am to 6pm on Sept 17",https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments-12-hours-divya-darshan-footpath-darshan-8-compartments-6-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-18,32283,9306,2014-09-18 19:56:47,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 18 compartments/ 9 hours; D,"About 32,283 pilgrims had Srivari Darshan from 3am to 6pm on Sept 18",https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments-9-hours-divya-darshan-footpath-darshan-7-compartments-4-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-19,37819,9339,2014-09-19 18:22:45,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 21 compartments/ 12 hours;,"About 37,819 pilgrims had Srivari Darshan from 3am to 6pm on Sept 19",https://news.tirumala.org/sarva-darshan-free-darshan-21-compartments-12-hours-divya-darshan-footpath-darshan-6-compartments-4-hours-special-entry-darshan-rs-300-darshan-direct/
2014-09-20,45670,9363,2014-09-20 20:24:45,month_day_year_inferred@title,18,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/ 18 hours; Div,"About 45,670 pilgrims had Srivari Darshan from 3am to 6pm on Sept 20",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside-18-hours-divya-darshan-footpath-darshan-line-outside-10-hours-special-entry-darshan-rs-300-darshan-closed/
2014-09-21,43334,9379,2014-09-21 18:56:49,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 20 compartments/ 10 hours;,"About 43,334 pilgrims had Srivari Darshan from 3am to 6pm on Sept 21",https://news.tirumala.org/9379/
2014-09-22,42035,9385,2014-09-22 18:44:06,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 7 compartments/ 5 hours; Di,"About 42,035 pilgrims had Srivari Darshan from 3am to 6pm on Sept 22.",https://news.tirumala.org/sarva-darshan-free-darshan-7-compartments-5-hours-divya-darshan-footpath-darshan-2-compartments-2-hours-special-entry-darshan-rs-300-darshan-direct/
2014-09-23,32906,9427,2014-09-23 18:25:56,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 5 compartments/3 hours; Div,"About 32,906 pilgrims had Srivari Darshan from 3am to 6pm on Sept 23",https://news.tirumala.org/sarva-darshan-free-darshan-5-compartments3-hours-divya-darshan-footpath-darshan-3-compartments-2-hours-special-entry-darshan-rs-300-darshan-direct-line/
2014-09-24,23685,9433,2014-09-24 19:38:28,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 5 compartments/4 hours; Div,"About 23,685 pilgrims had Srivari Darshan from 3am to 6pm on Sept 24",https://news.tirumala.org/sarva-darshan-free-darshan-5-compartments4-hours-divya-darshan-footpath-darshan-4-compartments-2-hours-special-entry-darshan-rs-300-darshan-direct/
2014-09-25,20928,9479,2014-09-25 20:10:17,month_day_year_inferred@body,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 18 compartments/ 10 hours;,Sarva Darshan (Free darshan) - 18 compartments/ 10 hours; Divya Darshan (Footpath darshan) - 6 compartments/ 6 hours; Special Entry Darshan (Rs.300 Darshan) - direct line,https://news.tirumala.org/sarva-darshan-free-darshan-18-compartments-10-hours-divya-darshan-footpath-darshan-6-compartments-6-hours-special-entry-darshan-rs-300-darshan-direct-line/
2014-09-27,37054,9666,2014-09-27 22:36:55,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Outside line / 24 hours; Di,"About 37,054 pilgrims had Srivari Darshan from 3am to 6pm on Sept 27.",https://news.tirumala.org/about-37054-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-sept-27/
2014-10-03,48826,10135,2014-10-03 22:59:38,month_day_year_inferred@body,32,"and waiting hours detail on Oct 3rd, by 6pm. Sarva Darshan (Free darshan)- Line out/ 32 ho",Sarva Darshan (Free darshan)- Line out/ 32 hours; Divya Darshan (Footpath darshan)- Line out/ 18 hours; Special Entry Darshan (Rs.300 Darshan) – closed,https://news.tirumala.org/sarva-darshan-free-darshan-line-out-32-hours-divya-darshan-footpath-darshan-line-out-18-hours-special-entry-darshan-rs-300-darshan-closed/
2014-10-05,35656,10266,2014-10-05 19:11:48,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line out/ 24 hours; Divya D,"About 35,656 pilgrims had Srivari Darshan from 3am to 6pm on Oct 5",https://news.tirumala.org/sarva-darshan-free-darshan-line-out-24-hours-divya-darshan-footpath-darshan-line-out-15-hours-special-entry-darshan-rs-300-darshan-current-booking-cancelled-2/
2014-10-06,47288,10289,2014-10-06 18:54:56,month_day_year_inferred@title,24,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line out/ 24 hours;,"About 47,288 pilgrims had Srivari Darshan from 3am to 6pm on Oct 6",https://news.tirumala.org/about-47288-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-6/
2014-10-07,42430,10294,2014-10-07 18:38:28,month_day_year_inferred@title,20,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line out/ 20 hours; Foot Pa,"About 42,430 pilgrims had Srivari Darshan from 3am to 6pm on Oct 7",https://news.tirumala.org/about-42430-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-7/
2014-10-08,13666,10314,2014-10-08 18:59:48,month_day_year_inferred@title,,and waiting hours detail by 5am. Sarva Darshan (Free darshan)- will commence after 9.30am,"About 13,666 pilgrims had Srivari Darshan from 3am to 10am on Oct 8",https://news.tirumala.org/sarva-darshan-free-darshan-will-commence-after-9-30am-due-to-lunar-eclipse/
2014-10-09,30750,10327,2014-10-09 18:22:11,month_day_year_inferred@title,22,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line out/ 22 hours; Divya D,"About 30,750 pilgrims had Srivari Darshan from 3am to 6pm on Oct 9",https://news.tirumala.org/sarva-darshan-free-darshan-line-outside-22-hours-foot-path-line-outside-11-hours-rs-300-closed/
2014-10-10,37805,10352,2014-10-10 18:22:33,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 27 compartments/ 20 hours;,"About 37,805 pilgrims had Srivari Darshan from 3am to 6pm on Oct 10.",https://news.tirumala.org/about-37805-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-10/
2014-10-11,41849,10357,2014-10-11 18:10:54,month_day_year_inferred@title,22,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- Line outside/ 22 hours; Div,"About 41,849 pilgrims had Srivari Darshan from 3am to 6pm on Oct 11",https://news.tirumala.org/about-41849-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-11/
2014-10-12,46280,10363,2014-10-12 18:25:35,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 26 compartments/ 22 hours;,"About 46,280 pilgrims had Srivari Darshan from 3am to 6pm on Oct 12",https://news.tirumala.org/about-46280-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-12/
2014-10-13,50780,10372,2014-10-13 18:39:39,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 15 compartments/ 12 hours;,"About 50,780 pilgrims had Srivari Darshan from 3am to 6pm on Oct 13",https://news.tirumala.org/about-50780-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-13/
2014-10-14,31614,10376,2014-10-14 18:42:40,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 10 compartments/ 7 hours; D,"About 31,614 pilgrims had Srivari Darshan from 3am to 6pm on Oct 14",https://news.tirumala.org/10376/
2014-10-15,26078,10399,2014-10-15 18:13:37,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 15 compartments/ 7 hours; D,"About 26,078 pilgrims had Srivari Darshan from 3am to 6pm on Oct 15",https://news.tirumala.org/sarva-darshan-free-darshan-15-compartments-7-hours-divya-darshan-footpath-darshan-2-compartment-2-hours-and-special-entry-darshan-rs-300-darshan-closed/
2014-10-16,41930,10429,2014-10-16 18:57:00,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 17 compartments/ 10 hours;,"About 41,930 pilgrims had Srivari Darshan from 3am to 6pm on Oct 16",https://news.tirumala.org/about-41930-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-16/
2014-10-17,22462,10462,2014-10-17 18:23:55,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 12 compartments/ 15 hours;,"About 22,462 pilgrims had Srivari Darshan from 3am to 6pm on Oct 17",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments-15-hours-divya-darshan-footpath-darshan-4-compartment-4-hours-and-special-entry-darshan-rs-300-darshan-closed/
2014-10-18,36029,10470,2014-10-18 19:22:57,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 20 compartments/ 10 hours;,"About 36,029 pilgrims had Srivari Darshan from 3am to 6pm on Oct 18",https://news.tirumala.org/sarva-darshan-free-darshan-20-compartments-10-hours-divya-darshan-footpath-darshan-4-compartment-4-hours-and-special-entry-darshan-rs-300-darshan-closed/
2014-10-19,33850,10499,2014-10-19 18:15:38,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 22 compartments/ 14 hours;,"About 33,850 pilgrims had Srivari Darshan from 3am to 6pm on Oct 19",https://news.tirumala.org/about-33850-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-19/
2014-10-20,27301,10506,2014-10-20 19:01:56,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 12 compartments/ 7 hours; D,"About 27,301 pilgrims had Srivari Darshan from 3am to 6pm on Oct 20",https://news.tirumala.org/sarva-darshan-free-darshan-12-compartments-7-hours-divya-darshan-footpath-darshan-4-compartments-3-hours-and-special-entry-darshan-rs-300-darshan-closed/
2014-10-21,23150,10522,2014-10-21 19:12:26,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 5 compartments/ 4 hours; Di,"About 23,150 pilgrims had Srivari Darshan from 3am to 6pm on Oct 21",https://news.tirumala.org/sarva-darshan-free-darshan-5-compartments-4-hours-divya-darshan-footpath-darshan-1-compartments-1-hours-and-special-entry-darshan-rs-300-darshan-closed/
2014-10-22,37434,10553,2014-10-22 17:58:08,month_day_year_inferred@title,,and waiting hours detail by 6pm. Sarva Darshan (Free darshan)- 20 compartments/ 10 hours;,"About 37,434 pilgrims had Srivari Darshan from 3am to 6pm on Oct 22",https://news.tirumala.org/about-37434-pilgrims-had-srivari-darshan-from-3am-to-6pm-on-oct-22/
